START DATE,END DATE,SUBJECT,LOCATION,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),DESCRIPTION,SHOW TIME AS,CATEGORIES,AWAY,HOME,day
12/30/2012,12/30/2012,NFL Week 17:  Ravens @ Bengals,Paul Brown Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Ravens ,Bengals,sun
12/30/2012,12/30/2012,NFL Week 17:  Jets @ Bills,Ralph Wilson Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Jets ,Bills,sun
12/30/2012,12/30/2012,NFL Week 17:  Chiefs @ Broncos,Invesco Field at Mile High,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Chiefs ,Broncos,sun
12/30/2012,12/30/2012,NFL Week 17:  Raiders @ Chargers,Qualcomm Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Raiders ,Chargers,sun
12/30/2012,12/30/2012,NFL Week 17:  Texans @ Colts,Lucas Oil Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Texans ,Colts,sun
12/30/2012,12/30/2012,NFL Week 17:  Buccaneers @ Falcons,Georgia Dome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Buccaneers ,Falcons,sun
12/30/2012,12/30/2012,NFL Week 17:  Eagles @ Giants,New Meadowlands Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Eagles ,Gaints,sun
12/30/2012,12/30/2012,NFL Week 17:  Bears @ Lions,Ford Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Bears ,Lions,sun
12/30/2012,12/30/2012,NFL Week 17:  Dolphins @ Patriots,Gillette Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Dolphins ,Patriots,sun
12/30/2012,12/30/2012,NFL Week 17:  Cowboys @ Redskins,FedEx Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Cowboys ,Redskins,sun
12/30/2012,12/30/2012,NFL Week 17:  Panthers @ Saints,Superdome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Panthers ,Saints,sun
12/30/2012,12/30/2012,NFL Week 17:  Rams @ Seahawks,Qwest Field,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Rams ,Seahawks,sun
12/30/2012,12/30/2012,NFL Week 17:  Browns @ Steelers,Heinz Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Browns ,Steelers,sun
12/30/2012,12/30/2012,NFL Week 17:  Jaguars @ Titans,LP Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Jaguars ,Titans,sun
12/30/2012,12/30/2012,NFL Week 17:  Packers @ Vikings,Mall of America Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Packers ,Vikings,sun
