START DATE,END DATE,SUBJECT,LOCATION,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),DESCRIPTION,SHOW TIME AS,CATEGORIES,AWAY,HOME,day
11/11/2012,11/11/2012,NFL Week 10:  Raiders @ Ravens,M&T Bank Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Browns, Packers, Cardinals, Redskins - www.MySportsCal.com",FREE,NFL2012,Raiders ,Ravens,sun
11/11/2012,11/11/2012,NFL Week 10:  Falcons @ Saints,Superdome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Browns, Packers, Cardinals, Redskins - www.MySportsCal.com",FREE,NFL2012,Falcons ,Saints,sun
11/11/2012,11/11/2012,NFL Week 10:  Jets @ Seahawks,Qwest Field,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,"BYE: Browns, Packers, Cardinals, Redskins - www.MySportsCal.com",FREE,NFL2012,Jets ,Seahawks,sun
11/11/2012,11/11/2012,NFL Week 10:  Lions @ Vikings,Mall of America Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Browns, Packers, Cardinals, Redskins - www.MySportsCal.com",FREE,NFL2012,Lions ,Vikings,sun
11/12/2012,11/12/2012,NFL Week 10:  Chiefs @ Steelers,Heinz Field,5:30 PM,6:30 PM,7:30 PM,8:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,"BYE: Browns, Packers, Cardinals, Redskins - www.MySportsCal.com",FREE,NFL2012,Chiefs ,Steelers,mon
11/15/2012,11/15/2012,NFL Week 11:  Dolphins @ Bills,Ralph Wilson Stadium,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Dolphins ,Bills,thurs
11/18/2012,11/18/2012,NFL Week 11:  Chargers @ Broncos,Invesco Field at Mile High,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Chargers ,Broncos,sun
11/18/2012,11/18/2012,NFL Week 11:  Bengals @ Chiefs,Arrowhead Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Bengals ,Chiefs,sun
11/18/2012,11/18/2012,NFL Week 11:  Browns @ Cowboys,Cowboys Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Browns ,Cowboys,sun
11/18/2012,11/18/2012,NFL Week 11:  Cardinals @ Falcons,Georgia Dome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Cardinals ,Falcons,sun
11/18/2012,11/18/2012,NFL Week 11:  Packers @ Lions,Ford Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Packers ,Lions,sun
11/18/2012,11/18/2012,NFL Week 11:  Buccaneers @ Panthers,Bank of America Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Buccaneers ,Panthers,sun
11/18/2012,11/18/2012,NFL Week 11:  Colts @ Patriots,Gillette Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Colts ,Patriots,sun
11/18/2012,11/18/2012,NFL Week 11:  Saints @ Raiders,Oakland Coliseum,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Saints ,Raiders,sun
11/18/2012,11/18/2012,NFL Week 11:  Jets @ Rams,Edward Jones Dome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Jets ,Rams,sun
11/18/2012,11/18/2012,NFL Week 11:  Eagles @ Redskins,FedEx Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Eagles ,Redskins,sun
11/18/2012,11/18/2012,NFL Week 11:  Ravens @ Steelers,Heinz Field,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Ravens ,Steelers,sun
11/18/2012,11/18/2012,NFL Week 11:  Jaguars @ Texans,Reliant Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Jaguars ,Texans,sun
11/19/2012,11/19/2012,NFL Week 11:  Bears @ 49ers,Candlestick Park,5:30 PM,6:30 PM,7:30 PM,8:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,"BYE: Titans, Vikings, Giants, Seahawks - www.MySportsCal.com",FREE,NFL2012,Bears ,49ers,mon
11/22/2012,11/22/2012,NFL Week 12:  Redskins @ Cowboys,Cowboys Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Redskins ,Cowboys,thurs
11/22/2012,11/22/2012,NFL Week 12:  Patriots @ Jets,New Meadowlands Stadium,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Patriots ,Jets,thurs
11/22/2012,11/22/2012,NFL Week 12:  Texans @ Lions,Ford Field,9:30 AM,10:30 AM,11:30 AM,12:30 PM,12:30 PM,1:30 PM,2:30 PM,3:30 PM,www.MySportsCal.com,FREE,NFL2012,Texans ,Lions,thurs
11/25/2012,11/25/2012,NFL Week 12:  Vikings @ Bears,Soldier Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Vikings ,Bears,sun
11/25/2012,11/25/2012,NFL Week 12:  Raiders @ Bengals,Paul Brown Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Raiders ,Bengals,sun
11/25/2012,11/25/2012,NFL Week 12:  Steelers @ Browns,Cleveland Browns Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Steelers ,Browns,sun
11/25/2012,11/25/2012,NFL Week 12:  Falcons @ Buccaneers,Raymond James Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Falcons ,Buccaneers,sun
11/25/2012,11/25/2012,NFL Week 12:  Rams @ Cardinals,University of Phoenix Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Rams ,Cardinals,sun
11/25/2012,11/25/2012,NFL Week 12:  Ravens @ Chargers,Qualcomm Stadium,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,www.MySportsCal.com,FREE,NFL2012,Ravens ,Chargers,sun
11/25/2012,11/25/2012,NFL Week 12:  Broncos @ Chiefs,Arrowhead Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Broncos ,Chiefs,sun
11/25/2012,11/25/2012,NFL Week 12:  Bills @ Colts,Lucas Oil Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Bills ,Colts,sun
11/25/2012,11/25/2012,NFL Week 12:  Seahawks @ Dolphins,Sun Life Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Seahawks ,Dolphins,sun
11/25/2012,11/25/2012,NFL Week 12:  Packers @ Giants,New Meadowlands Stadium,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Packers ,Gaints,sun
11/25/2012,11/25/2012,NFL Week 12:  Titans @ Jaguars,EverBank Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Titans ,Jaguars,sun
11/25/2012,11/25/2012,NFL Week 12:  49ers @ Saints,Superdome,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,49ers ,Saints,sun
11/26/2012,11/26/2012,NFL Week 12:  Panthers @ Eagles,Lincoln Financial Field,5:30 PM,6:30 PM,7:30 PM,8:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,www.MySportsCal.com,FREE,NFL2012,Panthers ,Eagles,mon
11/29/2012,11/29/2012,NFL Week 13:  Saints @ Falcons,Georgia Dome,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Saints ,Falcons,thurs
12/2/2012,12/2/2012,NFL Week 13:  Seahawks @ Bears,Soldier Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Seahawks ,Bears,sun
12/2/2012,12/2/2012,NFL Week 13:  Jaguars @ Bills,Ralph Wilson Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Jaguars ,Bills,sun
12/2/2012,12/2/2012,NFL Week 13:  Buccaneers @ Broncos,Invesco Field at Mile High,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,www.MySportsCal.com,FREE,NFL2012,Buccaneers ,Broncos,sun
12/2/2012,12/2/2012,NFL Week 13:  Bengals @ Chargers,Qualcomm Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Bengals ,Chargers,sun
12/2/2012,12/2/2012,NFL Week 13:  Panthers @ Chiefs,Arrowhead Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Panthers ,Chiefs,sun
12/2/2012,12/2/2012,NFL Week 13:  Eagles @ Cowboys,Cowboys Stadium,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Eagles ,Cowboys,sun
12/2/2012,12/2/2012,NFL Week 13:  Patriots @ Dolphins,Sun Life Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Patriots ,Dolphins,sun
12/2/2012,12/2/2012,NFL Week 13:  Cardinals @ Jets,New Meadowlands Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Cardinals ,Jets,sun
12/2/2012,12/2/2012,NFL Week 13:  Colts @ Lions,Ford Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Colts ,Lions,sun
12/2/2012,12/2/2012,NFL Week 13:  Vikings @ Packers,Lambeau Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Vikings ,Packers,sun
12/2/2012,12/2/2012,NFL Week 13:  Browns @ Raiders,Oakland Coliseum,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Browns ,Raiders,sun
12/2/2012,12/2/2012,NFL Week 13:  49ers @ Rams,Edward Jones Dome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,49ers ,Rams,sun
12/2/2012,12/2/2012,NFL Week 13:  Steelers @ Ravens,M&T Bank Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Steelers ,Ravens,sun
12/2/2012,12/2/2012,NFL Week 13:  Texans @ Titans,LP Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Texans ,Titans,sun
12/3/2012,12/3/2012,NFL Week 13:  Giants @ Redskins,FedEx Field,5:30 PM,6:30 PM,7:30 PM,8:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,www.MySportsCal.com,FREE,NFL2012,Gaints ,Redskins,mon
12/6/2012,12/6/2012,NFL Week 14:  Broncos @ Raiders,Oakland Coliseum,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Broncos ,Raiders,thurs
12/9/2012,12/9/2012,NFL Week 14:  Dolphins @ 49ers,Candlestick Park,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,www.MySportsCal.com,FREE,NFL2012,Dolphins ,49ers,sun
12/9/2012,12/9/2012,NFL Week 14:  Cowboys @ Bengals,Paul Brown Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Cowboys ,Bengals,sun
12/9/2012,12/9/2012,NFL Week 14:  Rams @ Bills,Ralph Wilson Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Rams ,Bills,sun
12/9/2012,12/9/2012,NFL Week 14:  Chiefs @ Browns,Cleveland Browns Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Chiefs ,Browns,sun
12/9/2012,12/9/2012,NFL Week 14:  Eagles @ Buccaneers,Raymond James Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Eagles ,Buccaneers,sun
12/9/2012,12/9/2012,NFL Week 14:  Titans @ Colts,Lucas Oil Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Titans ,Colts,sun
12/9/2012,12/9/2012,NFL Week 14:  Saints @ Giants,New Meadowlands Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Saints ,Gaints,sun
12/9/2012,12/9/2012,NFL Week 14:  Jets @ Jaguars,EverBank Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Jets ,Jaguars,sun
12/9/2012,12/9/2012,NFL Week 14:  Lions @ Packers,Lambeau Field,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Lions ,Packers,sun
12/9/2012,12/9/2012,NFL Week 14:  Falcons @ Panthers,Bank of America Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Falcons ,Panthers,sun
12/9/2012,12/9/2012,NFL Week 14:  Ravens @ Redskins,FedEx Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Ravens ,Redskins,sun
12/9/2012,12/9/2012,NFL Week 14:  Cardinals @ Seahawks,Qwest Field,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Cardinals ,Seahawks,sun
12/9/2012,12/9/2012,NFL Week 14:  Chargers @ Steelers,Heinz Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Chargers ,Steelers,sun
12/9/2012,12/9/2012,NFL Week 14:  Bears @ Vikings,Mall of America Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Bears ,Vikings,sun
12/10/2012,12/10/2012,NFL Week 14:  Texans @ Patriots,Gillette Stadium,5:30 PM,6:30 PM,7:30 PM,8:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,www.MySportsCal.com,FREE,NFL2012,Texans ,Patriots,mon
12/13/2012,12/13/2012,NFL Week 15:  Bengals @ Eagles,Lincoln Financial Field,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Bengals ,Eagles,thurs
12/16/2012,12/16/2012,NFL Week 15:  Packers @ Bears,Soldier Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Packers ,Bears,sun
12/16/2012,12/16/2012,NFL Week 15:  Seahawks @ Bills,Ralph Wilson Stadium,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,www.MySportsCal.com,FREE,NFL2012,Seahawks ,Bills,sun
12/16/2012,12/16/2012,NFL Week 15:  Redskins @ Browns,Cleveland Browns Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Redskins ,Browns,sun
12/16/2012,12/16/2012,NFL Week 15:  Lions @ Cardinals,University of Phoenix Stadium,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,www.MySportsCal.com,FREE,NFL2012,Lions ,Cardinals,sun
12/16/2012,12/16/2012,NFL Week 15:  Panthers @ Chargers,Qualcomm Stadium,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,www.MySportsCal.com,FREE,NFL2012,Panthers ,Chargers,sun
12/16/2012,12/16/2012,NFL Week 15:  Steelers @ Cowboys,Cowboys Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Steelers ,Cowboys,sun
12/16/2012,12/16/2012,NFL Week 15:  Jaguars @ Dolphins,Sun Life Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Jaguars ,Dolphins,sun
12/16/2012,12/16/2012,NFL Week 15:  Giants @ Falcons,Georgia Dome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Gaints ,Falcons,sun
12/16/2012,12/16/2012,NFL Week 15:  49ers @ Patriots,Gillette Stadium,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,49ers ,Patriots,sun
12/16/2012,12/16/2012,NFL Week 15:  Chiefs @ Raiders,Oakland Coliseum,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Chiefs ,Raiders,sun
12/16/2012,12/16/2012,NFL Week 15:  Vikings @ Rams,Edward Jones Dome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Vikings ,Rams,sun
12/16/2012,12/16/2012,NFL Week 15:  Broncos @ Ravens,M&T Bank Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Broncos ,Ravens,sun
12/16/2012,12/16/2012,NFL Week 15:  Buccaneers @ Saints,Superdome,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Buccaneers ,Saints,sun
12/16/2012,12/16/2012,NFL Week 15:  Colts @ Texans,Reliant Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Colts ,Texans,sun
12/17/2012,12/17/2012,NFL Week 15:  Jets @ Titans,LP Field,5:30 PM,6:30 PM,7:30 PM,8:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,www.MySportsCal.com,FREE,NFL2012,Jets ,Titans,mon
12/22/2012,12/22/2012,NFL Week 16:  Falcons @ Lions,Ford Field,5:30 PM,6:30 PM,7:30 PM,8:30 PM,8:30 PM,9:30 PM,10:30 PM,11:30 PM,www.MySportsCal.com,FREE,NFL2012,Falcons ,Lions,sat
12/23/2012,12/23/2012,NFL Week 16:  Browns @ Broncos,Invesco Field at Mile High,1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,www.MySportsCal.com,FREE,NFL2012,Browns ,Broncos,sun
12/23/2012,12/23/2012,NFL Week 16:  Rams @ Buccaneers,Raymond James Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Rams ,Buccaneers,sun
12/23/2012,12/23/2012,NFL Week 16:  Bears @ Cardinals,University of Phoenix Stadium,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Bears ,Cardinals,sun
12/23/2012,12/23/2012,NFL Week 16:  Colts @ Chiefs,Arrowhead Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Colts ,Chiefs,sun
12/23/2012,12/23/2012,NFL Week 16:  Saints @ Cowboys,Cowboys Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Saints ,Cowboys,sun
12/23/2012,12/23/2012,NFL Week 16:  Bills @ Dolphins,Sun Life Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Bills ,Dolphins,sun
12/23/2012,12/23/2012,NFL Week 16:  Redskins @ Eagles,Lincoln Financial Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Redskins ,Eagles,sun
12/23/2012,12/23/2012,NFL Week 16:  Patriots @ Jaguars,EverBank Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Patriots ,Jaguars,sun
12/23/2012,12/23/2012,NFL Week 16:  Chargers @ Jets,New Meadowlands Stadium,5:20 PM,6:20 PM,7:20 PM,8:20 PM,8:20 PM,9:20 PM,10:20 PM,11:20 PM,www.MySportsCal.com,FREE,NFL2012,Chargers ,Jets,sun
12/23/2012,12/23/2012,NFL Week 16:  Titans @ Packers,Lambeau Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Titans ,Packers,sun
12/23/2012,12/23/2012,NFL Week 16:  Raiders @ Panthers,Bank of America Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Raiders ,Panthers,sun
12/23/2012,12/23/2012,NFL Week 16:  Giants @ Ravens,M&T Bank Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Gaints ,Ravens,sun
12/23/2012,12/23/2012,NFL Week 16:  49ers @ Seahawks,Qwest Field,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,49ers ,Seahawks,sun
12/23/2012,12/23/2012,NFL Week 16:  Bengals @ Steelers,Heinz Field,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Bengals ,Steelers,sun
12/23/2012,12/23/2012,NFL Week 16:  Vikings @ Texans,Reliant Stadium,10:00 AM,11:00 AM,12:00 PM,1:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,www.MySportsCal.com,FREE,NFL2012,Vikings ,Texans,sun
12/30/2012,12/30/2012,NFL Week 17:  Cardinals @ 49ers,Candlestick Park,1:15 PM,2:15 PM,3:15 PM,4:15 PM,4:15 PM,5:15 PM,6:15 PM,7:15 PM,www.MySportsCal.com,FREE,NFL2012,Cardinals ,49ers,sun
